organisationID,country,nace_2d,nace_4d,nace_section,ht_oecd,ht_oecd_thesis,ht_calvino,ht_pavitt,ht_pavitt_broad,primary_instrument,primary_instrument_thesis,independence,first_grant_year,last_year,offset,ec_predetermined,ec_was_fixed,log_ec,rev_growth,emp_growth,log_rev_pre,log_emp_pre,log_assets_pre,pm_pre,keep_rev,keep_emp
885315121.0,FR,71,7120.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2023,2024.0,1.0,2690625.0,0,14.805284066598233,,,5.8673656709544355,,7.501111129364081,48.699,False,False
926389868.0,IT,82,8299.0,N,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2016,2024.0,8.0,144750.0,0,11.882763395435243,,,,,,,False,False
926152994.0,IT,62,6202.0,J,0,1,1,1,1,Collaborative,Collaborative,Partial,2016,2024.0,8.0,50000.0,0,10.819778284410283,,,,,,,False,False
925710480.0,FI,82,8299.0,N,0,0,1,0,1,Collaborative,Collaborative,Independent,2015,2024.0,9.0,68750.0,0,11.138232015528818,,,,,,,False,False
972294439.0,IT,63,6311.0,J,0,1,1,0,0,Collaborative,Collaborative,Partial,2015,2024.0,9.0,915000.0,0,13.726679344257658,,,,,,,False,False
950479139.0,NO,84,8413.0,O,0,0,0,0,0,Other,Other,Unknown,2016,2024.0,8.0,59812.5,0,10.99896994819531,,,,,,,False,False
911415590.0,FR,72,7219.0,M,1,1,1,1,1,SME,SME,Partial,2018,2024.0,6.0,50000.0,0,10.819778284410283,,,,,,,False,False
902395754.0,FR,72,7211.0,M,1,1,1,1,1,SME,SME,Unknown,2019,2024.0,5.0,1955100.0,0,14.485951900988582,,,,,,,False,False
995155981.0,IT,82,8230.0,N,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,166937.5,0,12.025374769852316,,,,,,,False,False
886135353.0,Other,52,5223.0,H,0,0,0,0,0,Collaborative,Collaborative,Partial,2023,2024.0,1.0,389550.0,0,12.872747505759005,,,,,,,False,False
